0.0, 0.0, 1.89393939393939, ((0.800000000000000, 0, -0.600000000000000, -2.00000000000000), (-0.600000000000000, 0, -0.800000000000000, 0), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.04, 0.010101010101010102, 1.86034930652209, ((0.797991209730740, 0, -0.602669087636383, -1.93908705736216), (-0.602669087636383, 0, -0.797991209730740, 0.105189400418631), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.08, 0.020202020202020204, 1.82692114323445, ((0.795838001820370, 0, -0.605509599311655, -1.87931660595800), (-0.605509599311655, 0, -0.795838001820370, 0.129282188129793), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.12, 0.030303030303030304, 1.79365815645633, ((0.793531446041475, 0, -0.608529246744415, -1.88969299550413), (-0.608529246744416, 0, -0.793531446041475, 0.283071092685029), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.16, 0.04040404040404041, 1.76056389010183, ((0.791061907442686, 0, -0.611736102084175, -1.90603553036899), (-0.611736102084175, 0, -0.791061907442686, 0.186697688158041), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.2, 0.05050505050505051, 1.72764220425680, ((0.788418981780086, 0, -0.615138609720486, -1.67008504937560), (-0.615138609720486, 0, -0.788418981780086, 0.270855338443333), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.24, 0.06060606060606061, 1.69489730215635, ((0.785591424535415, 0, -0.618745596910731, -1.79426958471858), (-0.618745596910731, 0, -0.785591424535415, 0.342797709210099), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.28, 0.07070707070707072, 1.66233375974306, ((0.782567072887395, 0, -0.622566282762289, -1.72999424950652), (-0.622566282762289, 0, -0.782567072887395, 0.434008386116652), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.32, 0.08080808080808081, 1.62995655807197, ((0.779332759953059, 0, -0.626610284996942, -1.62880458201454), (-0.626610284996942, 0, -0.779332759953059, 0.493147246250473), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.36, 0.09090909090909091, 1.59777111885485, ((0.775874220568021, 0, -0.630887623795209, -1.63659855021215), (-0.630887623795209, 0, -0.775874220568021, 0.514227946074274), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.4, 0.10101010101010102, 1.56578334346590, ((0.772175987830541, 0, -0.635408721861706, -1.56975280363650), (-0.635408721861706, 0, -0.772175987830541, 0.537385184268903), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.44, 0.11111111111111112, 1.53399965576169, ((0.768221279597376, 0, -0.640184399664480, -1.66758179548108), (-0.640184399664480, 0, -0.768221279597376, 0.656874813286104), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.48, 0.12121212121212122, 1.50242704910140, ((0.763991874094310, 0, -0.645225864576013, -1.52022558566753), (-0.645225864576013, 0, -0.763991874094310, 0.618306772593516), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.52, 0.13131313131313133, 1.47107313798770, ((0.759467973797030, 0, -0.650544692374501, -1.42943043619698), (-0.650544692374501, 0, -0.759467973797030, 0.569390397095302), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.56, 0.14141414141414144, 1.43994621478355, ((0.754628056756884, 0, -0.656152799243689, -1.37320515401197), (-0.656152799243689, 0, -0.754628056756884, 0.755242227663926), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.6, 0.15151515151515152, 1.40905531199581, ((0.749448714601963, 0, -0.662062402029797, -1.31565402573062), (-0.662062402029797, 0, -0.749448714601963, 0.748184668772009), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.64, 0.16161616161616163, 1.37841027064956, ((0.743904476551024, 0, -0.668285964065794, -1.36062483171197), (-0.668285964065794, 0, -0.743904476551024, 0.779177146626373), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.68, 0.17171717171717174, 1.34802181530801, ((0.737967618954743, 0, -0.674836123347193, -1.31657882940482), (-0.674836123347193, 0, -0.737967618954743, 0.906972469540380), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.72, 0.18181818181818182, 1.31790163631711, ((0.731607960149533, 0, -0.681725599230247, -1.20094598955690), (-0.681725599230247, 0, -0.731607960149533, 0.836724659070794), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.76, 0.19191919191919193, 1.28806247986922, ((0.724792640804403, 0, -0.688967073114369, -1.22745676870929), (-0.688967073114369, 0, -0.724792640804403, 0.853639662756223), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.8, 0.20202020202020204, 1.25851824648148, ((0.717485890500004, 0, -0.696573037759442, -1.17548547815829), (-0.696573037759442, 0, -0.717485890500004, 0.889395284224168), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.84, 0.21212121212121213, 1.22928409846521, ((0.709648782049828, 0, -0.704555608972915, -1.18150009608796), (-0.704555608972915, 0, -0.709648782049828, 1.03011191786201), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.88, 0.22222222222222224, 1.20037657691539, ((0.701238976116888, 0, -0.712926292385503, -1.18628536610174), (-0.712926292385503, 0, -0.701238976116888, 0.974123492649307), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.92, 0.23232323232323235, 1.17181372866281, ((0.692210460068810, 0, -0.721695696932805, -1.05911740214070), (-0.721695696932805, 0, -0.692210460068810, 1.13905374669595), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
0.96, 0.24242424242424243, 1.14361524349276, ((0.682513286838118, 0, -0.730873185504455, -1.00717839372275), (-0.730873185504455, 0, -0.682513286838118, 1.14377303425893), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.0, 0.25252525252525254, 1.11580260172645, ((0.672093321915427, 0, -0.740466452066997, -1.03129201516967), (-0.740466452066997, 0, -0.672093321915427, 1.16260661359411), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.04, 0.26262626262626265, 1.08839923196303, ((0.660892009617316, 0, -0.750481013499999, -1.04895164115092), (-0.750481013499999, 0, -0.660892009617316, 1.13853451633210), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.08, 0.27272727272727276, 1.06143067836646, ((0.648846173562365, 0, -0.760919603541319, -1.08124679427851), (-0.760919603541319, 0, -0.648846173562365, 1.19887723374585), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.12, 0.2828282828282829, 1.03492477632091, ((0.635887870982329, 0, -0.771781455813471, -0.912100732141514), (-0.771781455813471, 0, -0.635887870982329, 1.17840865358280), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.16, 0.29292929292929293, 1.00891183453677, ((0.621944326197201, 0, -0.783061463175855, -0.903127122949254), (-0.783061463175855, 0, -0.621944326197201, 1.19352741088497), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.2, 0.30303030303030304, 0.983424820725279, ((0.606937975355293, 0, -0.794749201994955, -0.885743453325389), (-0.794749201994955, 0, -0.606937975355293, 1.20478914963921), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.24, 0.31313131313131315, 0.958499546733539, ((0.590786662358591, 0, -0.806827812844349, -0.777602779505813), (-0.806827812844349, 0, -0.590786662358591, 1.37137825213881), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.28, 0.32323232323232326, 0.934174847500797, ((0.573404034589210, 0, -0.819272734269129, -0.778336978423530), (-0.819272734269129, 0, -0.573404034589210, 1.32694489164485), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.32, 0.33333333333333337, 0.910492746329290, ((0.554700196225229, 0, -0.832050294337844, -0.805618945542557), (-0.832050294337844, 0, -0.554700196225229, 1.30343407256837), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.36, 0.3434343434343435, 0.887498596742280, ((0.534582685847407, 0, -0.845116176624358, -0.752272751158810), (-0.845116176624358, 0, -0.534582685847406, 1.36023747047781), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.4000000000000001, 0.3535353535353536, 0.865241188642204, ((0.512957852492635, 0, -0.858413793904865, -0.720798461568079), (-0.858413793904865, 0, -0.512957852492635, 1.34457173987116), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.44, 0.36363636363636365, 0.843772803647372, ((0.489732708508298, 0, -0.871872624995834, -0.682399172183524), (-0.871872624995834, 0, -0.489732708508298, 1.39989590710926), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.48, 0.37373737373737376, 0.823149201513328, ((0.464817335999640, 0, -0.885406598210222, -0.624955935128911), (-0.885406598210222, 0, -0.464817335999639, 1.35018888743704), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.52, 0.38383838383838387, 0.803429516672804, ((0.438127913095825, 0, -0.898912638561889, -0.616666912760472), (-0.898912638561889, 0, -0.438127913095825, 1.41536511007586), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.56, 0.393939393939394, 0.784676041522418, ((0.409590402833840, 0, -0.912269533584462, -0.639740001147706), (-0.912269533584462, 0, -0.409590402833840, 1.49650883072754), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.6, 0.4040404040404041, 0.766953871659856, ((0.379144907103333, 0, -0.925337311156102, -0.625273100120196), (-0.925337311156102, 0, -0.379144907103333, 1.42228935780266), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.6400000000000001, 0.4141414141414142, 0.750330388497658, ((0.346750627314647, 0, -0.937957356417070, -0.498420911920637), (-0.937957356417070, 0, -0.346750627314647, 1.47192986469646), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.68, 0.42424242424242425, 0.734874557332255, ((0.312391290589748, 0, -0.949953515475190, -0.509766009039325), (-0.949953515475190, 0, -0.312391290589748, 1.47293317115907), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.72, 0.43434343434343436, 0.720656024845408, ((0.276080797230635, 0, -0.961134430452107, -0.524494495486982), (-0.961134430452107, 0, -0.276080797230635, 1.48854965687322), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.76, 0.4444444444444445, 0.707744009855749, ((0.237868729379259, 0, -0.971297311631972, -0.552257923604963), (-0.971297311631973, 0, -0.237868729379259, 1.46379321610074), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.8, 0.4545454545454546, 0.696205995273817, ((0.197845246618111, 0, -0.980233267335188, -0.484541645685312), (-0.980233267335188, 0, -0.197845246618111, 1.48210684353066), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.84, 0.4646464646464647, 0.686106247384904, ((0.156144803697790, 0, -0.987734174906477, -0.332807503968185), (-0.987734174906477, 0, -0.156144803697790, 1.41310278359350), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.8800000000000001, 0.4747474747474748, 0.677504209656454, ((0.112948086085448, 0, -0.993600890624417, -0.376628660385110), (-0.993600890624417, 0, -0.112948086085448, 1.50737939405967), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.92, 0.48484848484848486, 0.670452840078775, ((0.0684815986041971, 0, -0.997652379665690, -0.308174617467111), (-0.997652379665690, 0, -0.0684815986041971, 1.53869013275793), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
1.96, 0.494949494949495, 0.664996980476555, ((0.0230144815817636, 0, -0.999735131741164, -0.249685760930249), (-0.999735131741164, 0, -0.0230144815817636, 1.49424970690038), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.0, 0.5050505050505051, 0.661171859573677, ((-0.0231476287707929, 0, -0.999732057744619, -0.389588234422968), (-0.999732057744619, 0, 0.0231476287707929, 1.49181008844035), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.04, 0.5151515151515152, 0.659001835291592, ((-0.0696715544912000, 0, -0.997569984760357, -0.325703770824878), (-0.997569984760357, 0, 0.0696715544912000, 1.44871536325465), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.08, 0.5252525252525253, 0.658499473310632, ((-0.116207843585371, 0, -0.993224917674359, -0.289552179628609), (-0.993224917674359, 0, 0.116207843585371, 1.48730343488276), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.12, 0.5353535353535354, 0.659665037766291, ((-0.162403521757809, 0, -0.986724427649717, -0.220950685913706), (-0.986724427649717, 0, 0.162403521757809, 1.44890831405752), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.16, 0.5454545454545455, 0.662486437983021, ((-0.207915270313030, 0, -0.978146839881753, -0.156745151515135), (-0.978146839881753, 0, 0.207915270313030, 1.49790684495610), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.2, 0.5555555555555556, 0.666939636588368, ((-0.252421897147003, 0, -0.967617272396844, -0.242840769210409), (-0.967617272396844, 0, 0.252421897147003, 1.41372089990147), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.24, 0.5656565656565657, 0.672989484930198, ((-0.295635064623658, 0, -0.955300951828776, -0.223684650748028), (-0.955300951828776, 0, 0.295635064623658, 1.48751949804779), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.2800000000000002, 0.5757575757575758, 0.680590917376586, ((-0.337307486076203, 0, -0.941394529321767, -0.116737308785271), (-0.941394529321767, 0, 0.337307486076203, 1.29854039856667), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.32, 0.5858585858585859, 0.689690411584559, ((-0.377238147050717, 0, -0.926116288815687, -0.0392676415094459), (-0.926116288815687, 0, 0.377238147050717, 1.42123268777691), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.36, 0.595959595959596, 0.700227609793984, ((-0.415274476978380, 0, -0.909696162886451, 0.0446222110150254), (-0.909696162886451, 0, 0.415274476978380, 1.43367405536866), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.4, 0.6060606060606061, 0.712136996754691, ((-0.451311724297258, 0, -0.892366363951396, 0.0173395069609559), (-0.892366363951396, 0, 0.451311724297258, 1.47069989409134), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.44, 0.6161616161616162, 0.725349540995148, ((-0.485290025794333, 0, -0.874353241467392, -0.0420179464547152), (-0.874353241467392, 0, 0.485290025794333, 1.51262465342365), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.48, 0.6262626262626263, 0.739794224414142, ((-0.517189789202065, 0, -0.855870739040145, -0.0266334704829574), (-0.855870739040145, 0, 0.517189789202065, 1.42862858736503), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.52, 0.6363636363636365, 0.755399406853423, ((-0.547026032515868, 0, -0.837115595213677, -0.00723888311327903), (-0.837115595213677, 0, 0.547026032515868, 1.42818064122015), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.56, 0.6464646464646465, 0.772093994025241, ((-0.574842267196254, 0, -0.818264240844405, 0.0854086657458326), (-0.818264240844406, 0, 0.574842267196253, 1.34762694506168), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.6, 0.6565656565656566, 0.789808396452503, ((-0.600704405857535, 0, -0.799471210728283, 0.0677141567334460), (-0.799471210728283, 0, 0.600704405857535, 1.29505125676899), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.64, 0.6666666666666667, 0.808475282504148, ((-0.624695047554424, 0, -0.780868809443030, 0.102320718514939), (-0.780868809443030, 0, 0.624695047554424, 1.32789564580062), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.68, 0.6767676767676768, 0.828030139689719, ((-0.646908368298576, 0, -0.762567743236806, 0.199954856700792), (-0.762567743236806, 0, 0.646908368298576, 1.27515203061597), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.72, 0.686868686868687, 0.848411665328367, ((-0.667445735635616, 0, -0.744658438468155, 0.225885251248767), (-0.744658438468155, 0, 0.667445735635616, 1.24097487997409), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.7600000000000002, 0.696969696969697, 0.869562011162866, ((-0.686412080958938, 0, -0.727212799057896, 0.143734877015235), (-0.727212799057896, 0, 0.686412080958938, 1.29591050897844), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.8000000000000003, 0.7070707070707072, 0.891426907260113, ((-0.703913002864135, 0, -0.710286198935891, 0.236318465486758), (-0.710286198935891, 0, 0.703913002864135, 1.23990140514044), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.84, 0.7171717171717172, 0.913955689440348, ((-0.720052536731345, 0, -0.693919551783026, 0.227836987796922), (-0.693919551783026, 0, 0.720052536731345, 1.22035557802679), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
2.88, 0.7272727272727273, 0.937101252220379, ((-0.734931505563516, 0, -0.678141343769972, 0.197685873277501), (-0.678141343769972, 0, 0.734931505563516, 1.13015809355374), (0, 1.00000000000000, 0, 0), (0, 0, 0, 1))
